,release_date,movie,production_budget_millions,domestic_gross_millions,worldwide_gross_millions,vote_average,vote_count,start_year,genres,directors_name,movie_profits_millions
972,21-Aug-15,Hitman: Agent 47,35.0,22.46745,82.182803,5.6,1764,2015,"Action,Adventure,Crime",Aleksander Bach,47.18280300000001
973,24-Aug-12,Premium Rush,35.0,20.275446,31.393201,6.2,1244,2012,"Action,Crime,Thriller",David Koepp,-3.6067989999999988
974,18-Jan-13,Broken City,35.0,19.701164,34.480045,5.9,814,2013,"Crime,Drama,Thriller",Allen Hughes,-0.519955000000003
975,25-Feb-05,Cursed,35.0,19.294901,25.114901,7.0,1,2017,"Drama,War",Konrad Lecki,-9.885099
977,30-Apr-10,Furry Vengeance,35.0,17.630465,39.340177,4.6,283,2010,"Comedy,Family",Roger Kumble,4.340176999999997
978,25-Jan-13,Parker,35.0,17.616641,48.543388,5.8,1868,2013,"Action,Crime,Thriller",Taylor Hackford,13.543388
979,15-Sep-00,Bait,35.0,15.325127,15.471969,5.5,358,2012,"Action,Adventure,Drama",Kimble Rendall,-19.528031
983,27-May-11,The Tree of Life,35.0,13.305665,61.721826,6.6,1730,2011,"Drama,Fantasy",Terrence Malick,26.721826
985,11-Aug-06,Zoom,35.0,11.989328,12.506188,5.5,43,2015,"Animation,Comedy,Drama",Pedro Morelli,-22.493812
987,28-Mar-14,Sabotage,35.0,10.508518,18.376443,5.5,779,2014,"Action,Crime,Drama",David Ayer,-16.623557
988,6-Mar-15,Unfinished Business,35.0,10.219501,13.214051,5.2,472,2011,"Drama,Family",Werner Kriegelstein,-21.785949000000002
992,30-Sep-15,The Walk,35.0,10.161183,61.492104,6.9,1906,2015,"Crime,Thriller",Timothy Fielding,26.492103999999998
993,29-Nov-13,Mandela: Long Walk to Freedom,35.0,8.323085,29.890402,6.9,319,2013,"Biography,Drama,History",Justin Chadwick,-5.109597999999998
994,20-Oct-17,The Snowman,35.0,6.670765,43.226146,5.1,1225,2017,"Crime,Drama,Mystery",Tomas Alfredson,8.226146
995,28-Jan-11,Biutiful,35.0,5.101237,24.687524,7.2,546,2010,"Drama,Romance",Alejandro G. Iñárritu,-10.312476
996,22-Apr-16,A Hologram for the King,35.0,4.212494,11.84601,5.9,589,2016,"Comedy,Drama,Romance",Tom Tykwer,-23.15399
997,3-Oct-86,Playing for Keeps,35.0,2.0,2.0,5.6,420,2012,"Comedy,Romance,Sport",Gabriele Muccino,-33.0
998,14-Sep-12,Stolen,35.0,0.289773,17.967746,5.3,559,2012,"Action,Crime,Thriller",Simon West,-17.032254
1001,14-Oct-11,Trespass,35.0,0.016816,0.786532,5.5,589,2011,"Crime,Drama,Thriller",Joel Schumacher,-34.213468
1003,13-Mar-15,The Lovers,35.0,0.0,0.053899,4.7,47,2013,"Action,Adventure,Romance",Roland Joffé,-34.946101
1007,25-Dec-11,The Darkest Hour,34.8,21.443494,62.831715,4.9,735,2011,"Action,Adventure,Horror",Chris Gorak,28.031715000000005
1008,28-Jun-17,Baby Driver,34.0,107.825862,228.104185,7.4,8034,2017,"Action,Crime,Drama",Edgar Wright,194.104185
1009,19-Sep-14,The Maze Runner,34.0,102.427862,348.319861,7.1,10626,2014,"Action,Mystery,Sci-Fi",Wes Ball,314.319861
1010,10-Apr-15,The Longest Ride,34.0,37.446117,63.802928,7.5,1908,2015,"Drama,Romance",George Tillman Jr.,29.802928
1011,3-Aug-18,The Darkest Minds,34.0,12.695691,38.361428,6.8,1158,2018,"Action,Adventure,Drama",Jennifer Yuh Nelson,4.3614279999999965
1012,8-Jul-16,Mike and Dave Need Wedding Dates,33.0,46.009673,75.8981,6.0,1552,2016,"Adventure,Comedy,Romance",Jake Szymanski,42.8981
1013,27-Jul-12,Step Up Revolution,33.0,35.074677,165.55229,6.8,1252,2012,"Drama,Music,Romance",Scott Speer,132.55229
1014,8-Sep-00,The Watcher,33.0,28.946615,47.267829,5.4,58,2010,Drama,Nate Bernard,14.267828999999999
1018,27-Apr-12,Safe,33.0,17.14208,41.495213,6.3,1248,2012,"Action,Crime,Thriller",Boaz Yakin,8.495213
1020,31-Jul-15,The Young and Prodigious T.S. Spivet,33.0,0.176847,0.357687,6.7,389,2013,"Action,Adventure,Comedy",Jean-Pierre Jeunet,-32.642313
1021,30-Oct-15,Freaks of Nature,33.0,0.070958,0.070958,5.8,231,2015,"Comedy,Horror,Sci-Fi",Robbie Pickering,-32.929042
1022,13-May-11,Bridesmaids,32.5,169.211718,289.632023,6.5,2783,2011,"Comedy,Romance",Paul Feig,257.132023
1023,26-Apr-13,The Big Wedding,32.5,21.819348,48.425971,5.8,678,2013,"Comedy,Drama,Romance",Justin Zackham,15.925970999999997
1024,24-Feb-12,Wanderlust,32.5,17.288155,24.159934,5.4,693,2019,Fantasy,Graeme Higginson,-8.340066
1026,27-Aug-10,Takers,32.0,57.74472,70.587268,6.2,605,2010,"Action,Crime,Thriller",John Luessenhop,38.587267999999995
1027,1-Apr-11,Source Code,32.0,54.712227,140.428499,7.2,4529,2011,"Action,Drama,Sci-Fi",Duncan Jones,108.42849899999999
1028,18-Feb-11,"Big Mommas: Like Father, Like Son",32.0,37.915414,82.33245,5.5,623,2011,"Action,Comedy,Crime",John Whitesell,50.332449999999994
1029,15-Mar-13,The Incredible Burt Wonderstone,32.0,22.537881,27.392609,5.4,920,2013,"Adventure,Comedy,Fantasy",Don Scardino,-4.607391
1030,12-Oct-18,Bad Times at the El Royale,32.0,17.839115,29.204379,6.8,1365,2018,"Crime,Drama,Mystery",Drew Goddard,-2.7956210000000006
1031,3-Sep-10,Going the Distance,32.0,17.804299,43.60399,6.0,394,2010,"Comedy,Romance",Nanette Burstein,11.603990000000003
1033,19-Mar-10,Repo Men,32.0,13.942007,18.195238,6.2,976,2010,"Action,Crime,Sci-Fi",Miguel Sapochnik,-13.804762
1034,15-Apr-16,Criminal,31.5,14.708696,38.771262,5.9,897,2011,"Action,Crime,Drama",Dilip Panda,7.271262
1036,12-Apr-13,42,31.0,95.020213,97.470701,7.0,1028,2013,"Biography,Drama,Sport",Brian Helgeland,66.470701
1037,2-Nov-12,Flight,31.0,93.772375,160.558438,6.7,3582,2012,"Drama,Thriller",Robert Zemeckis,129.558438
1038,7-Mar-14,The Grand Budapest Hotel,31.0,59.076019,163.981261,8.0,8091,2014,"Adventure,Comedy,Crime",Wes Anderson,132.981261
1039,28-Apr-00,Frequency,31.0,44.983704,68.079671,7.1,791,2012,"Sci-Fi,Thriller",Jeff Prince,37.079671000000005
1041,22-Jan-10,Extraordinary Measures,31.0,12.482741,15.826984,6.3,153,2010,Drama,Tom Vaughan,-15.173016
1042,25-Aug-17,Birth of the Dragon,31.0,6.901965,7.22049,5.7,172,2016,"Action,Biography,Drama",George Nolfi,-23.779510000000002
1043,15-Aug-18,Crazy Rich Asians,30.0,174.532921,238.099711,7.1,1496,2018,"Comedy,Romance",Jon M. Chu,208.099711
1044,10-Feb-12,The Vow,30.0,125.01403,197.61816,7.1,2409,2012,"Drama,Romance",Michael Sucsy,167.61816
1045,18-Dec-15,Sisters,30.0,87.044645,106.03066,5.9,922,2015,Comedy,Jason Moore,76.03066
1050,28-Sep-12,Looper,30.0,66.486205,170.466405,6.8,6723,2012,"Action,Crime,Drama",Rian Johnson,140.466405
1051,1-Feb-13,Warm Bodies,30.0,66.380662,115.121608,6.3,4109,2013,"Comedy,Horror,Romance",Jonathan Levine,85.121608
1052,17-Jan-14,The Nut Job,30.0,64.251538,122.529966,5.6,529,2014,"Adventure,Animation,Comedy",Peter Lepeniotis,92.529966
1053,8-Aug-12,Hope Springs,30.0,63.536011,133.085295,6.1,429,2012,"Comedy,Drama,Romance",David Frankel,103.085295
1054,20-May-11,Midnight in Paris,30.0,56.816662,162.502774,7.5,3965,2011,"Comedy,Fantasy,Romance",Woody Allen,132.502774
1055,22-Nov-17,Darkest Hour,30.0,56.44312,150.807172,7.3,2715,2017,"Biography,Drama,History",Joe Wright,120.80717200000001
1056,11-May-18,Life of the Party,30.0,53.059911,65.759911,6.2,435,2017,"Comedy,Drama",Michael Budd,35.759911
1059,14-May-10,Letters to Juliet,30.0,53.032453,82.148538,6.9,1706,2010,"Adventure,Comedy,Drama",Gary Winick,52.148538
1060,24-Jul-15,Southpaw,30.0,52.421953,94.156456,7.4,3424,2015,"Drama,Sport",Antoine Fuqua,64.156456
1061,28-Jul-17,Atomic Blonde,30.0,51.573925,98.345423,6.3,3645,2017,"Action,Mystery,Thriller",David Leitch,68.345423
1062,18-Sep-15,Sicario,30.0,46.889293,84.393749,7.3,4475,2015,"Action,Crime,Drama",Denis Villeneuve,54.393749
1063,19-Jan-18,Den of Thieves,30.0,44.947622,80.131391,6.6,1244,2018,"Action,Crime,Drama",Christian Gudegast,50.131390999999994
1064,24-Apr-15,The Age of Adaline,30.0,42.629776,68.984536,7.4,3853,2015,"Drama,Fantasy,Romance",Lee Toland Krieger,38.984536000000006
1065,6-Aug-10,Step Up 3D,30.0,42.400223,165.889117,6.7,1160,2010,"Drama,Music,Romance",Jon M. Chu,135.889117
1066,13-Apr-12,The Cabin in the Woods,30.0,42.073277,70.689968,6.5,4185,2011,Horror,Drew Goddard,40.68996799999999
1067,8-Apr-11,Hanna,30.0,40.259119,65.343694,6.6,1944,2011,"Action,Drama,Thriller",Joe Wright,35.343694
1068,13-Sep-13,The Family,30.0,36.918811,51.078541,3.4,5,2013,"Comedy,Crime,Thriller",Luc Besson,21.078541
1077,9-Feb-18,The 15:17 to Paris,30.0,36.276286,56.0962,5.3,799,2018,"Biography,Drama,Thriller",Clint Eastwood,26.096200000000003
1078,1-Jul-11,Larry Crowne,30.0,35.608245,61.449135,5.8,676,2011,"Comedy,Drama,Romance",Tom Hanks,31.449135
1079,18-Oct-13,Carrie,30.0,35.266619,82.40952,7.1,1766,2013,"Drama,Horror",Kimberly Peirce,52.40952
1081,16-Nov-76,Carrie,1.8,25.878153,25.878153,7.1,1766,2013,"Drama,Horror",Kimberly Peirce,24.078153
1083,2-Mar-18,Death Wish,30.0,34.017028,48.575965,5.9,1207,2018,"Action,Crime,Drama",Eli Roth,18.575964999999997
1084,3-Jun-15,Entourage,30.0,32.363404,46.438538,6.2,647,2015,Comedy,Doug Ellin,16.438538
1085,8-Feb-13,Side Effects,30.0,32.172757,66.742138,6.5,1879,2013,"Crime,Drama,Mystery",Steven Soderbergh,36.742138
1087,9-Sep-05,Side Effects,0.2,0.044701,0.044701,6.5,1879,2013,"Crime,Drama,Mystery",Steven Soderbergh,-0.15529900000000002
1089,2-Jul-14,Deliver Us from Evil,30.0,30.577122,87.956618,6.1,1104,2014,"Horror,Mystery,Thriller",Scott Derrickson,57.956618000000006
1090,1-Aug-14,Get on Up,30.0,30.569935,33.339868,6.7,251,2014,"Biography,Drama,Music",Tate Taylor,3.3398680000000027
1091,27-Apr-12,The Five-Year Engagement,30.0,28.700285,61.623819,5.8,742,2012,"Comedy,Romance",Nicholas Stoller,31.623818999999997
1092,14-Sep-18,White Boy Rick,30.0,24.004833,25.947983,6.3,277,2018,"Crime,Drama",Yann Demange,-4.052016999999999
1093,4-Feb-11,Sanctum,30.0,23.20931,108.957098,5.9,515,2011,"Adventure,Drama,Thriller",Alister Grierson,78.957098
1094,25-Aug-17,Ballerina,30.0,21.85807,96.892829,7.2,1024,2012,"Biography,Documentary",Maja Friis,66.892829
1095,19-Nov-10,The Next Three Days,30.0,21.148651,67.255916,7.0,1469,2010,"Action,Crime,Drama",Paul Haggis,37.255916
1096,12-Jan-18,Proud Mary,30.0,20.868638,21.709539,5.5,259,2018,"Action,Crime,Drama",Babak Najafi,-8.290461
1097,4-Oct-13,Runner Runner,30.0,19.316646,60.51268,5.6,761,2013,"Crime,Thriller",Brad Furman,30.512680000000003
1098,28-Apr-17,Baahubali 2: The Conclusion,30.0,18.985794,263.502914,7.0,252,2017,"Action,Drama",S.S. Rajamouli,233.50291399999998
1099,19-Aug-11,Fright Night,30.0,18.298649,40.520649,6.0,1024,2011,"Comedy,Horror",Craig Gillespie,10.520648999999999
1100,9-Oct-15,Steve Jobs,30.0,17.766658,35.579007,6.8,2572,2015,"Biography,Drama",Danny Boyle,5.579006999999997
1101,18-Jan-13,The Last Stand,30.0,12.050299,48.330757,5.9,1692,2013,"Action,Thriller",Jee-woon Kim,18.330757
1103,8-Mar-13,Dead Man Down,30.0,10.895295,19.599974,6.0,866,2013,"Action,Crime,Drama",Niels Arden Oplev,-10.400026
1104,14-Apr-17,The Lost City of Z,30.0,8.574339,17.121823,6.2,1397,2016,"Adventure,Biography,Drama",James Gray,-12.878177
1105,3-Feb-17,The Space Between Us,30.0,7.885294,16.481405,7.1,1455,2017,"Adventure,Drama,Romance",Peter Chelsom,-13.518595000000001
1106,14-Jan-11,Barney's Version,30.0,7.50256,8.845575,7.2,210,2010,"Comedy,Drama",Richard J. Lewis,-21.154425
1107,20-Sep-02,Trapped,30.0,6.916869,6.916869,5.8,2,2011,Drama,Kaya Purohit,-23.083131
1121,31-Aug-18,Kin,30.0,5.718096,10.096821,6.2,289,2012,"Drama,Music",Rachel Lambert,-19.903179
1122,22-Sep-17,Stronger,30.0,4.211129,8.786752,7.0,782,2017,"Biography,Drama",David Gordon Green,-21.213248
1123,22-Jan-99,Gloria,30.0,4.167493,4.967493,6.5,83,2013,"Comedy,Drama,Romance",Sebastián Lelio,-25.032507
1125,23-Sep-11,Machine Gun Preacher,30.0,0.53869,3.721988,6.5,477,2011,"Action,Biography,Crime",Marc Forster,-26.278012
1126,30-Jan-15,Wild Card,30.0,0.0032,4.315789,8.0,1,2015,"Action,Crime,Drama",Simon West,-25.684211
1128,5-Jun-15,United Passions,30.0,0.000918,0.168832,3.3,21,2014,"Drama,History,Sport",Frédéric Auburtin,-29.831168
1129,1-Dec-15,Grace of Monaco,30.0,0.0,25.199891,6.0,352,2014,"Biography,Drama,Romance",Olivier Dahan,-4.800108999999999
1130,31-Dec-13,Space Pirate Captain Harlock,30.0,0.0,0.310985,6.5,596,2010,"Animation,Sci-Fi",William Winckler,-29.689015
1131,24-Feb-17,Collide,29.2,2.280004,5.466698,5.6,331,2016,"Action,Crime,Thriller",Eran Creevy,-23.733302
1132,15-May-15,Pitch Perfect 2,29.0,184.29623,287.625468,6.8,3599,2015,"Comedy,Music",Elizabeth Banks,258.625468
1133,28-Sep-18,Night School,29.0,77.33913,103.008792,7.0,2,2016,Documentary,Andrew Cohn,74.008792
1137,8-Apr-16,The Boss,29.0,63.07756,78.652207,5.8,822,2016,Comedy,Ben Falcone,49.652207000000004
1138,18-Aug-17,Logan Lucky,29.0,27.778642,44.264271,6.7,1627,2017,"Comedy,Crime,Drama",Steven Soderbergh,15.264271
1139,12-Aug-16,Florence Foster Jenkins,29.0,27.38377,56.000339,6.7,849,2016,"Biography,Comedy,Drama",Stephen Frears,27.000338999999997
1140,14-Aug-15,Straight Outta Compton,28.0,161.197785,202.182981,7.7,2048,2015,"Biography,Drama,History",F. Gary Gray,174.182981
1141,21-Jul-17,Girls Trip,28.0,115.108515,140.886353,6.8,968,2017,"Comedy,Drama",Malcolm D. Lee,112.88635300000001
1142,14-Feb-13,Safe Haven,28.0,71.39912,94.050951,7.1,1433,2013,"Drama,Romance,Thriller",Lasse Hallström,66.050951
1144,11-Dec-15,The Big Short,28.0,70.25987,133.162752,7.3,4657,2015,"Biography,Comedy,Drama",Adam McKay,105.16275200000001
1145,10-Oct-14,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28.0,66.954149,101.379287,6.2,817,2014,"Comedy,Family",Miguel Arteta,73.379287
1146,28-Jan-13,Last Vegas,28.0,63.914167,112.914167,6.4,1211,2013,"Comedy,Drama",Jon Turteltaub,84.914167
1147,15-Jun-18,Tag,28.0,54.730625,77.026186,4.0,1,2015,Drama,Danny Roth,49.026185999999996
1157,25-Apr-03,Identity,28.0,52.131264,82.183683,6.3,3,2015,Drama,Behrouz Sebt Rasoul,54.183683
1160,16-Apr-10,Kick-Ass,28.0,48.071303,97.531134,7.1,7540,2010,"Action,Comedy",Matthew Vaughn,69.531134
1161,12-Aug-11,30 Minutes or Less,28.0,37.053924,40.966716,5.6,825,2011,"Action,Comedy,Crime",Ruben Fleischer,12.966715999999998
1162,21-Feb-14,3 Days to Kill,28.0,30.697999,38.9599,6.1,1279,2014,"Action,Drama,Thriller",McG,10.959899999999998
1163,16-Aug-13,Kick-Ass 2,28.0,28.795985,63.129909,6.4,3785,2013,"Action,Comedy,Crime",Jeff Wadlow,35.129909
1164,19-Sep-14,A Walk Among the Tombstones,28.0,26.017685,62.108587,6.3,1685,2014,"Action,Crime,Drama",Scott Frank,34.108587
1165,15-Jan-10,The Spy Next Door,28.0,24.307106,46.752858,5.7,650,2010,"Action,Comedy,Family",Brian Levant,18.752858000000003
1166,25-Apr-14,Brick Mansions,28.0,20.396829,73.421224,5.9,909,2014,"Action,Crime",Camille Delamarre,45.421223999999995
1167,21-Aug-15,American Ultra,28.0,14.439985,30.295028,6.0,1756,2015,"Action,Comedy,Sci-Fi",Nima Nourizadeh,2.2950279999999985
1168,5-Feb-16,Pride and Prejudice and Zombies,28.0,10.907291,16.6383,5.7,1195,2016,"Action,Comedy,Horror",Burr Steers,-11.361699999999999
1169,13-Jan-12,Joyful Noise,27.5,30.932113,31.157914,6.4,70,2012,"Comedy,Drama,Music",Todd Graff,3.6579140000000017
1170,28-Oct-11,Anonymous,27.5,4.463292,15.815509,6.4,434,2011,"Drama,Thriller",Roland Emmerich,-11.684491
1172,18-Mar-11,Limitless,27.0,79.249455,155.564919,7.1,6295,2011,"Mystery,Sci-Fi,Thriller",Neil Burger,128.564919
1174,13-May-16,Money Monster,27.0,41.012075,93.466095,6.4,1859,2016,"Crime,Drama,Thriller",Jodie Foster,66.466095
1175,10-Aug-90,Flatliners,26.0,61.308153,61.308153,5.7,1249,2017,"Drama,Horror,Mystery",Niels Arden Oplev,35.308153
1176,29-Sep-17,Flatliners,20.0,16.883115,45.173738,5.7,1249,2017,"Drama,Horror,Mystery",Niels Arden Oplev,25.173738
1177,19-Aug-05,Red Eye,26.0,57.891803,96.666486,5.0,2,2017,Horror,Tristan Clay,70.666486
1178,26-Apr-13,Pain & Gain,26.0,49.875291,81.275291,6.1,2500,2013,"Action,Comedy,Crime",Michael Bay,55.275290999999996
1179,22-Jan-10,Legion,26.0,40.16808,67.647574,5.3,1154,2010,"Action,Fantasy,Horror",Scott Stewart,41.647574000000006
1181,29-Aug-12,Lawless,26.0,37.397291,54.393687,7.0,1660,2012,"Crime,Drama",John Hillcoat,28.393687
1183,4-Dec-09,Brothers,26.0,28.544157,45.04387,7.3,3,2011,Drama,Mika Kaurismäki,19.04387
1185,14-Aug-15,Brothers,13.0,0.656688,17.856688,7.3,3,2011,Drama,Mika Kaurismäki,4.856687999999998
1203,17-Oct-14,The Best of Me,26.0,26.766213,41.059418,7.3,1512,2014,"Drama,Romance",Michael Hoffman,15.059418
1204,27-Apr-12,The Raven,26.0,16.008272,30.601801,5.9,5,2012,"Crime,Mystery,Thriller",James McTeigue,4.601800999999998
1206,18-Oct-13,The Fifth Estate,26.0,3.254172,6.154172,5.9,549,2013,"Biography,Drama,Thriller",Bill Condon,-19.845828
1207,21-Mar-14,Blood Ties,26.0,0.042472,2.923959,6.1,268,2010,Drama,Kim Homer Garcia,-23.076041
1211,17-Mar-15,Accidental Love,26.0,0.0,0.135436,4.0,172,2015,"Comedy,Romance",David O. Russell,-25.864564
1212,10-Aug-11,The Help,25.0,169.705587,213.120004,8.1,3944,2011,Drama,Tate Taylor,188.120004
1213,25-Dec-16,Hidden Figures,25.0,169.607287,231.771716,8.0,4710,2016,"Biography,Drama,History",Theodore Melfi,206.771716
1214,17-Jan-14,Ride Along,25.0,134.202565,153.7338,6.2,1277,2014,"Action,Comedy,Crime",Tim Story,128.7338
1216,5-Feb-10,Dear John,25.0,80.014842,142.033509,6.8,2676,2010,"Drama,Romance,War",Lasse Hallström,117.03350900000001
1217,25-Dec-12,Parental Guidance,25.0,77.267296,120.832383,5.8,276,2012,"Comedy,Family",Andy Fickman,95.832383
1218,21-Jan-11,No Strings Attached,25.0,70.66222,149.228078,6.2,2612,2011,"Comedy,Romance",Ivan Reitman,124.22807800000001
1219,13-Jan-12,Contraband,25.0,66.528,98.406855,6.2,1114,2012,"Action,Crime,Drama",Baltasar Kormákur,73.406855
1220,20-Apr-12,The Lucky One,25.0,60.457138,96.633833,6.9,2012,2012,"Drama,Romance",Scott Hicks,71.633833
1221,22-Apr-11,Madea's Big Happy Family,25.0,53.345287,54.160818,6.7,71,2011,"Comedy,Drama",Tyler Perry,29.160818
1222,27-Jan-12,The Grey,25.0,51.580136,81.249176,6.5,2280,2011,"Action,Adventure,Drama",Joe Carnahan,56.249176000000006
1223,28-Jan-05,Hide and Seek,25.0,51.100486,123.696741,8.0,1,2013,"Action,Horror,Mystery",Jung Huh,98.696741
1231,15-Aug-14,The Giver,25.0,45.090374,66.540205,6.5,3075,2014,"Drama,Romance,Sci-Fi",Phillip Noyce,41.540205
1232,20-Nov-15,The Night Before,25.0,43.035725,52.427346,6.1,956,2015,"Adventure,Comedy,Fantasy",Jonathan Levine,27.427346
1234,25-Dec-13,August: Osage County,25.0,37.73881,50.73881,6.9,843,2013,"Comedy,Drama",John Wells,25.73881
1235,16-May-14,Million Dollar Arm,25.0,36.447959,39.217912,6.8,353,2014,"Biography,Drama,Sport",Craig Gillespie,14.217911999999998
1236,7-Sep-18,Peppermint,25.0,35.418723,51.800758,6.5,716,2018,"Action,Crime,Drama",Pierre Morel,26.800758000000002
1237,10-Dec-14,The Gambler,25.0,33.680992,38.718031,5.8,783,2015,Drama,Szabolcs Hajdu,13.718031000000003
1238,4-Aug-99,The Gambler,3.0,0.051773,0.101773,5.8,783,2015,Drama,Szabolcs Hajdu,-2.898227
1245,17-Feb-17,Fist Fight,25.0,32.187017,40.286416,6.0,708,2017,Comedy,Richie Keen,15.286416000000003
1246,9-Dec-11,The Sitter,25.0,30.542576,38.749404,5.4,472,2011,Comedy,David Gordon Green,13.749403999999998
1248,11-Apr-14,Draft Day,25.0,28.842237,29.84748,6.6,460,2014,"Drama,Sport",Ivan Reitman,4.847480000000001
1249,3-Feb-17,Rings,25.0,27.793018,82.917283,4.9,1785,2017,"Drama,Horror,Mystery",F. Javier Gutiérrez,57.917283
1250,26-Aug-11,Don't Be Afraid of the Dark,25.0,24.046682,39.126427,5.5,550,2010,"Fantasy,Horror,Thriller",Troy Nixey,14.126427
1251,23-Apr-10,The Losers,25.0,23.591432,29.86384,6.2,844,2010,"Action,Adventure,Crime",Sylvain White,4.86384
1253,24-Aug-07,War,25.0,22.486409,40.686409,6.0,1,2014,Drama,Simon Jaquemet,15.686408999999998
1254,11-Feb-11,The Eagle,25.0,19.490041,38.993548,6.1,694,2011,"Action,Adventure,Drama",Kevin Macdonald,13.993547999999997
1255,2-Sep-11,Shark Night 3D,25.0,18.877153,18.877153,5.0,245,2011,"Horror,Thriller",David R. Ellis,-6.122847
1256,22-Dec-17,Father Figures,25.0,17.501244,21.038441,5.8,277,2017,"Adventure,Comedy,Drama",Lawrence Sher,-3.961559000000001
1257,25-Oct-13,The Counselor,25.0,16.973715,71.009334,5.1,1072,2013,"Crime,Drama,Thriller",Ridley Scott,46.009333999999996
1258,7-Dec-18,Mary Queen of Scots,25.0,16.468499,46.734733,6.6,592,2013,"Biography,Drama,History",Thomas Imbach,21.734733
1260,18-Apr-86,Legend,25.0,15.502112,23.506237,6.2,509,2013,Horror,Wayne W. Whited,-1.4937630000000013
1262,20-Nov-15,Legend,25.0,1.872994,42.42545,6.2,509,2013,Horror,Wayne W. Whited,17.425449999999998
1276,6-Nov-09,The Box,25.0,15.051977,34.35676,8.0,1,2011,Drama,Andrijana Stojkovic,9.356760000000001
1282,8-Oct-10,My Soul to Take,25.0,14.744435,16.72747,5.4,247,2010,"Horror,Mystery,Thriller",Wes Craven,-8.27253
1283,9-Sep-11,Warrior,25.0,13.657115,24.215385,7.8,2189,2011,"Drama,Sport",Gavin O'Connor,-0.7846149999999987
1285,21-Dec-12,Cirque du Soleil: Worlds Away,25.0,12.512862,28.012862,6.8,82,2012,Fantasy,Andrew Adamson,3.0128619999999984
1286,13-Nov-15,The 33,25.0,12.227722,28.400715,6.2,565,2015,"Biography,Drama,History",Patricia Riggen,3.4007150000000017
1287,15-Apr-11,The Conspirator,25.0,11.538204,15.907411,6.5,226,2010,"Crime,Drama,History",Robert Redford,-9.092589
1289,16-Sep-11,Straw Dogs,25.0,10.324441,11.253821,5.7,255,2011,"Action,Drama,Thriller",Rod Lurie,-13.746179
1290,25-Nov-09,The Road,25.0,8.11427,29.206732,5.1,24,2010,Documentary,Tonny Trimarsanto,4.206731999999999
1293,12-Oct-18,Beautiful Boy,25.0,7.634767,13.031424,6.0,47,2018,"Biography,Drama",Felix van Groeningen,-11.968576
1297,13-Apr-18,Sgt. Stubby: An American Hero,25.0,3.054285,3.645957,6.4,9,2018,"Adventure,Animation,Family",Richard Lanni,-21.354043
1298,16-Dec-11,Carnage,25.0,2.546747,38.112154,7.1,1478,2011,"Comedy,Drama",Roman Polanski,13.112153999999997
